סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
620,משואות יצחק,הדרום,אשקלון,מושבים שיתופיים,שפיר,אזור מלאכי,685,685,685,-,
3785,משכיות,יהודה והשומרון,,יישובים קהילתיים,ערבות הירדן,,341,341,341,-,אשכול יהודה ושומרון           
670,משמר איילון,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,573,572,565,1,
563,משמר דוד,המרכז,רמלה,קיבוצים,גזר,אזור רמלה,"1,304","1,304","1,288",-,
732,משמר הירדן,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,אזור חצור,878,878,874,-,אשכול רשויות גליל מזרחי       
395,משמר הנגב,הדרום,באר שבע,קיבוצים,בני שמעון,אזור גרר,"1,085","1,085","1,053",-,אשכול רשויות נגב מערבי        
130,משמר העמק,הצפון,יזרעאל,קיבוצים,מגידו,עמק יזרעאל,"1,268","1,268","1,190",-,אשכול רשויות הגליל והעמקים    
729,משמר השבעה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,שדות דן,אזור רמלה,"1,044","1,043","1,011",1,
194,משמר השרון,המרכז,השרון,קיבוצים,עמק חפר,מערב השרון,613,613,587,-,
213,משמרות,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,"1,233","1,232","1,221",1,
425,משמרת,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מערב השרון,"1,048","1,047","1,031",1,אשכול רשויות השרון            
791,משען,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,חוף אשקלון,אזור אשקלון,"1,069","1,069","1,039",-,אשכול רשויות נגב מערבי        
1315,מתן,המרכז,פתח תקווה,יישובים יהודיים 4999-2000 תושבים,דרום השרון,דרום השרון,"3,631","3,631","3,597",-,אשכול רשויות השרון            
1184,מתת,הצפון,עכו,יישובים קהילתיים,מעלה יוסף,אזור אילון,222,222,209,-,אשכול רשויות גליל מערבי       
3648,מתתיהו,יהודה והשומרון,,מושבים שיתופיים,מטה בנימין,,922,922,921,-,אשכול יהודה ושומרון           
4551,נאות גולן,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן דרומי,669,660,623,9,אשכול רשויות גליל מזרחי       
1124,נאות הכיכר,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,תמר,אזור ים המלח,442,442,409,-,
1770,נאות חובב,הדרום,באר שבע,מוקד תעסוקה,מועצה מקומית,אזור באר שבע,-,-,-,-,
408,נאות מרדכי,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,675,674,639,1,אשכול רשויות גליל מזרחי       
1197,נאות סמדר,הדרום,באר שבע,קיבוצים,חבל אילות,הר הנגב הדרומי,228,220,214,8,אשכול רשויות נגב מזרחי        
524,נאעורה,הצפון,יזרעאל,יישובים לא יהודיים 4999-2000 תושבים,הגלבוע,רמת כוכב,"2,393",1,-,"2,392",אשכול רשויות הגליל והעמקים    
396,נבטים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,בני שמעון,אזור באר שבע,"1,067","1,067","1,061",-,אשכול רשויות נגב מערבי        
315,נגבה,הדרום,אשקלון,קיבוצים,יואב,אזור מלאכי,967,967,934,-,אשכול רשויות שורק דרומי       
3724,נגוהות,יהודה והשומרון,,יישובים קהילתיים,הר חברון,,468,468,468,-,אשכול יהודה ושומרון           
309,נהורה,הדרום,אשקלון,יישובים כפריים אחרים יהודיים,לכיש,אזור לכיש,"1,195","1,195","1,173",-,
80,נהלל,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,עמק יזרעאל,"1,255","1,234","1,081",21,אשכול רשויות הגליל והעמקים    
9100,נהרייה,הצפון,עכו,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור נהרייה,"60,807","59,317","50,790","1,490",אשכול רשויות גליל מערבי       
4304,נוב,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן דרומי,"1,026","1,026","1,026",-,אשכול רשויות גליל מזרחי       
55,נוגה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,579,579,574,-,
1366,נווה,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,"1,327","1,327","1,327",-,אשכול רשויות נגב מערבי        
926,נווה אבות,חיפה,חדרה,יישובים מוסדיים יהודיים,,אזור חדרה,40,39,37,1,
590,נווה אור,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,350,350,341,-,אשכול רשויות הכנרת והעמקים    
4303,"נווה אטי""ב",הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,אזור החרמון,141,141,135,-,אשכול רשויות גליל מזרחי       
405,נווה אילן,ירושלים,ירושלים,מושבים שיתופיים,מטה יהודה,הרי יהודה,996,992,968,4,
1702,נווה אילן*,ירושלים,ירושלים,מוקד תעסוקה,מטה יהודה,הרי יהודה,-,-,-,-,
296,נווה איתן,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,306,305,270,1,אשכול רשויות הכנרת והעמקים    
3725,נווה דניאל,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,גוש עציון,,"2,360","2,360","2,358",-,
1057,נווה זוהר,הדרום,באר שבע,יישובים כפריים אחרים יהודיים,תמר,אזור ים המלח,52,38,38,14,
1314,נווה זיו,הצפון,עכו,יישובים קהילתיים,מעלה יוסף,אזור יחיעם,"1,012","1,012",957,-,אשכול רשויות גליל מערבי       
1279,נווה חריף,הדרום,באר שבע,קיבוצים,חבל אילות,הר הנגב הדרומי,107,107,104,-,אשכול רשויות נגב מזרחי        
312,נווה ים,חיפה,חדרה,קיבוצים,חוף הכרמל,חוף הכרמל,237,237,235,-,
686,נווה ימין,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,065","1,060","1,032",5,אשכול רשויות השרון            
858,נווה ירק,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,271","1,271","1,246",-,אשכול רשויות השרון            
827,נווה מבטח,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,690,690,680,-,אשכול רשויות שורק דרומי       
1071,נווה מיכאל,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,871,860,850,11,
3573,נווה צוף,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,"1,543","1,543","1,542",-,אשכול יהודה ושומרון           
1259,נווה שלום,ירושלים,ירושלים,יישובים כפריים אחרים יהודיים,מטה יהודה,שפלת יהודה,357,188,171,169,
15,נועם,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שפיר,אזור לכיש,360,360,352,-,
1333,נוף איילון,המרכז,רמלה,יישובים יהודיים 4999-2000 תושבים,גזר,אזור מודיעין,"2,081","2,081","2,081",-,
1061,נוף הגליל,הצפון,,יישובים יהודיים 49999-20000 תושבים,עירייה,הרי נצרת-תירען,"42,659","29,075","22,590","13,584",אשכול רשויות הגליל והעמקים    
3790,נופים,יהודה והשומרון,,יישובים כפריים אחרים יהודיים,שומרון,,"1,042","1,039","1,011",3,אשכול יהודה ושומרון           
1284,נופית,חיפה,חיפה,יישובים יהודיים 4999-2000 תושבים,זבולון,אזור חיפה,"2,550","2,537","2,513",13,אשכול רשויות המפרץ            
257,נופך,המרכז,פתח תקווה,יישובים קהילתיים,חבל מודיעין,אזור פתח תקווה,610,610,606,-,
3726,נוקדים,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,גוש עציון,,"2,764","2,764","2,689",-,
447,נורדייה,המרכז,השרון,מושבים שיתופיים,לב השרון,מערב השרון,"1,924","1,924","1,908",-,אשכול רשויות השרון            
833,נורית,הצפון,יזרעאל,יישובים קהילתיים,הגלבוע,עמק חרוד,244,240,233,4,אשכול רשויות הגליל והעמקים    
59,נחושה,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,"1,505","1,505","1,503",-,
844,נחל עוז,הדרום,אשקלון,קיבוצים,שער הנגב,אזור אשקלון,470,470,462,-,אשכול רשויות נגב מערבי        
2045,נחלה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,יואב,אזור מלאכי,706,706,706,-,אשכול רשויות שורק דרומי       
3767,נחליאל,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,737,737,737,-,אשכול יהודה ושומרון           
449,נחלים,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור פתח תקווה,"1,848","1,848","1,845",-,
809,נחם,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,561,530,523,31,
522,נחף,הצפון,עכו,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור כרמיאל,"13,558",21,13,"13,537",אשכול רשויות בית הכרם הגלילי  
433,נחשולים,חיפה,חדרה,קיבוצים,חוף הכרמל,חוף הכרמל,700,700,677,-,
777,נחשון,ירושלים,ירושלים,קיבוצים,מטה יהודה,שפלת יהודה,602,596,583,6,
705,נחשונים,המרכז,פתח תקווה,קיבוצים,דרום השרון,אזור פתח תקווה,435,435,431,-,אשכול רשויות השרון            
1147,נטועה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור אילון,326,325,319,1,אשכול רשויות גליל מערבי       
4014,נטור,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן דרומי,910,910,900,-,אשכול רשויות גליל מזרחי       
1369,נטע,הדרום,אשקלון,יישובים קהילתיים,לכיש,אזור לכיש,736,736,736,-,
174,נטעים,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גן רווה,אזור ראשון לציון,637,637,635,-,
1254,נטף,ירושלים,ירושלים,יישובים קהילתיים,מטה יהודה,הרי יהודה,478,478,461,-,
523,ניין,הצפון,יזרעאל,יישובים כפריים אחרים לא יהודיים,בוסתן אל-מרג',רמת כוכב,"1,959",2,1,"1,957",אשכול רשויות הגליל והעמקים    
3655,"ניל""י",יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,"1,878","1,877","1,818",1,אשכול יהודה ושומרון           
351,ניצן,הדרום,אשקלון,יישובים יהודיים 4999-2000 תושבים,חוף אשקלון,אזור אשקלון,"2,660","2,660","2,652",-,אשכול רשויות נגב מערבי        
1419,ניצן ב',הדרום,אשקלון,יישובים כפריים אחרים יהודיים,חוף אשקלון,אזור אשקלון,376,376,373,-,אשכול רשויות נגב מערבי        
